run_timestamp,experiment,phase,method,INPUT_LEN,input_len,frac_target,n_target,rep_idx,seed,metric_mae,metric_mse,metric_rmse,target_region,source_region,TARGET_COL,HORIZON,STRIDE,n_features,target_station_ids,delta_pct,note,use_target_task_loss,n_repeats,arima_mae,arima_mse,vanilla_mae_mean,vanilla_mae_std,vanilla_mse_mean,vanilla_mse_std,dann_mae_mean,dann_mae_std,dann_mse_mean,dann_mse_std,delta_mae_mean,delta_mse_mean,wilcoxon_p_mae,wilcoxon_p_mse
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,4.0,1134572138.0,1.0406875610351562,1.7027795314788818,1.3049059473689595,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,5.0,967552392.0,0.9405423402786255,1.4625966548919678,1.2093786234641193,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,5.0,967552392.0,0.9690268039703369,1.5318230390548706,1.2376683881617363,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,6.0,1923104034.0,1.0017600059509277,1.7442625761032104,1.3207053328063798,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,6.0,1923104034.0,1.0246868133544922,1.65763521194458,1.2874918298554674,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,7.0,734478667.0,1.1978371143341064,2.301517963409424,1.5170754639797666,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,7.0,734478667.0,1.050294280052185,1.7726672887802124,1.3314155207072706,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,8.0,885202701.0,0.9367412328720093,1.446863055229187,1.2028562072123115,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,8.0,885202701.0,1.0690230131149292,1.782784342765808,1.3352094752381771,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,9.0,2041828978.0,0.9494026899337769,1.4805775880813599,1.2167898701424826,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,9.0,2041828978.0,0.9736047387123108,1.5434517860412598,1.2423573503792134,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,10.0,1853907709.0,0.942130446434021,1.4520615339279175,1.2050151592108365,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,10.0,1853907709.0,0.9903854727745056,1.6034297943115234,1.26626608353518,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
